section,rectangle,ROI,label,xcentroid,ycentroid,MajorAxis,MinorAxis,angle,circ.,AR,round,solidity
2,3,16,20210909_Xyln_02_3.tif,6.051,1.793,0.79,0.533,165.649,0.779,1.482,0.675,0.886
2,3,17,20210909_Xyln_02_3.tif,4.261,1.863,0.828,0.448,156.037,0.819,1.849,0.541,0.926
2,3,18,20210909_Xyln_02_3.tif,0.474,2.014,0.67,0.576,43.305,0.943,1.162,0.86,0.929
2,3,19,20210909_Xyln_02_3.tif,1.944,1.976,0.895,0.372,148.458,0.693,2.407,0.415,0.885
2,3,20,20210909_Xyln_02_3.tif,3.631,2.065,0.737,0.42,155.115,0.846,1.756,0.569,0.918
2,3,21,20210909_Xyln_02_3.tif,1.262,2.129,0.797,0.554,164.054,0.881,1.439,0.695,0.928
2,3,22,20210909_Xyln_02_3.tif,5.343,2.158,1.029,0.216,147.254,0.45,4.757,0.21,0.751
2,3,23,20210909_Xyln_02_3.tif,2.697,2.41,0.745,0.648,169.879,0.906,1.15,0.869,0.94
2,3,24,20210909_Xyln_02_3.tif,4.991,2.438,0.766,0.463,148.915,0.846,1.653,0.605,0.918
2,3,25,20210909_Xyln_02_3.tif,1.915,2.604,0.719,0.51,163.198,0.875,1.411,0.709,0.912
2,3,26,20210909_Xyln_02_3.tif,4.296,2.61,0.706,0.614,179.773,0.947,1.148,0.871,0.959
2,3,27,20210909_Xyln_02_3.tif,3.501,2.628,0.765,0.508,155.655,0.866,1.506,0.664,0.931
2,3,28,20210909_Xyln_02_3.tif,0.92,2.651,0.881,0.481,170.394,0.828,1.832,0.546,0.931
2,3,29,20210909_Xyln_02_3.tif,6.125,2.719,0.72,0.402,166.578,0.784,1.79,0.559,0.899
2,3,30,20210909_Xyln_02_3.tif,4.969,3.037,0.675,0.52,165.623,0.959,1.298,0.77,0.947
2,3,31,20210909_Xyln_02_3.tif,5.698,3.135,0.647,0.569,139.24,0.917,1.138,0.879,0.942
2,3,32,20210909_Xyln_02_3.tif,2.549,3.129,0.704,0.535,179.08,0.936,1.317,0.76,0.953
2,3,33,20210909_Xyln_02_3.tif,1.581,3.208,0.787,0.571,156.968,0.886,1.379,0.725,0.938
2,3,34,20210909_Xyln_02_3.tif,3.36,3.216,0.774,0.484,147.211,0.873,1.6,0.625,0.936
2,3,35,20210909_Xyln_02_3.tif,0.72,3.283,0.753,0.581,172.08,0.918,1.295,0.772,0.935
2,3,36,20210909_Xyln_02_3.tif,4.219,3.299,0.758,0.486,150.058,0.868,1.558,0.642,0.937
2,3,37,20210909_Xyln_02_3.tif,5.195,3.647,0.787,0.481,168.879,0.844,1.635,0.611,0.923
2,3,38,20210909_Xyln_02_3.tif,2.237,3.787,0.828,0.538,155.656,0.878,1.538,0.65,0.94
2,3,39,20210909_Xyln_02_3.tif,1.342,3.839,0.789,0.587,178.075,0.88,1.346,0.743,0.933
2,3,40,20210909_Xyln_02_3.tif,3.128,3.859,0.801,0.556,175.348,0.878,1.441,0.694,0.938
2,3,41,20210909_Xyln_02_3.tif,4.005,3.847,0.805,0.495,161.346,0.836,1.627,0.615,0.914
2,3,42,20210909_Xyln_02_3.tif,0.461,3.936,0.803,0.53,172.049,0.875,1.516,0.659,0.931
2,3,43,20210909_Xyln_02_3.tif,6.097,3.982,0.824,0.411,147.156,0.809,2.004,0.499,0.932
2,3,44,20210909_Xyln_02_3.tif,4.803,4.163,0.631,0.596,178.404,0.928,1.058,0.945,0.934
2,3,45,20210909_Xyln_02_3.tif,5.593,4.238,0.818,0.41,151.546,0.781,1.996,0.501,0.899
2,3,46,20210909_Xyln_02_3.tif,1.939,4.374,0.689,0.543,4.66,0.902,1.268,0.788,0.931
2,3,47,20210909_Xyln_02_3.tif,3.693,4.412,0.828,0.568,0.795,0.874,1.457,0.686,0.943
2,3,48,20210909_Xyln_02_3.tif,1.095,4.486,0.811,0.597,168.862,0.91,1.358,0.736,0.941
2,3,49,20210909_Xyln_02_3.tif,2.821,4.486,0.776,0.569,177.339,0.935,1.363,0.734,0.955
2,3,50,20210909_Xyln_02_3.tif,5.404,4.715,0.827,0.52,164.195,0.883,1.59,0.629,0.936
2,3,51,20210909_Xyln_02_3.tif,4.551,4.793,0.85,0.513,154.666,0.851,1.658,0.603,0.927
2,3,52,20210909_Xyln_02_3.tif,2.222,4.985,0.812,0.493,174.12,0.858,1.647,0.607,0.929
2,3,53,20210909_Xyln_02_3.tif,3.782,5.049,0.955,0.497,166.205,0.827,1.92,0.521,0.943
2,3,54,20210909_Xyln_02_3.tif,1.433,5.153,0.785,0.439,159.181,0.831,1.785,0.56,0.931
2,3,55,20210909_Xyln_02_3.tif,3.022,5.285,0.767,0.645,134.224,0.94,1.189,0.841,0.942
2,3,56,20210909_Xyln_02_3.tif,0.615,5.295,0.807,0.579,2.575,0.905,1.395,0.717,0.933
2,4,1,20210909_Xyln_02_4.tif,1.713,0.529,0.743,0.64,11.896,0.92,1.161,0.862,0.925
2,4,2,20210909_Xyln_02_4.tif,3.796,0.523,0.759,0.504,148.753,0.885,1.505,0.664,0.92
2,4,3,20210909_Xyln_02_4.tif,2.416,0.683,0.78,0.437,134.877,0.632,1.786,0.56,0.81
2,4,4,20210909_Xyln_02_4.tif,3.244,1.025,0.793,0.558,176.592,0.908,1.42,0.704,0.936
2,4,5,20210909_Xyln_02_4.tif,4.387,0.996,0.759,0.455,163.622,0.756,1.67,0.599,0.867
2,4,6,20210909_Xyln_02_4.tif,1.493,1.146,0.787,0.557,162.472,0.862,1.414,0.707,0.93
2,4,7,20210909_Xyln_02_4.tif,2.335,1.351,0.784,0.623,159.659,0.924,1.259,0.794,0.936
2,4,8,20210909_Xyln_02_4.tif,0.623,1.465,0.888,0.7,156.517,0.822,1.269,0.788,0.906
2,4,9,20210909_Xyln_02_4.tif,3.899,1.152,0.137,0.137,0,1,1,1,1
2,4,10,20210909_Xyln_02_4.tif,5.032,1.535,0.916,0.549,169.404,0.821,1.667,0.6,0.927
2,4,11,20210909_Xyln_02_4.tif,3.749,1.608,1.084,0.608,175.506,0.795,1.783,0.561,0.919
2,4,12,20210909_Xyln_02_4.tif,1.879,1.596,0.137,0.137,0,1,1,1,1
2,4,13,20210909_Xyln_02_4.tif,1.459,1.939,0.791,0.625,121.734,0.866,1.266,0.79,0.917
2,4,14,20210909_Xyln_02_4.tif,2.936,1.969,0.81,0.59,165.432,0.886,1.373,0.728,0.933
2,4,15,20210909_Xyln_02_4.tif,0.665,2.129,0.857,0.555,169.228,0.777,1.543,0.648,0.905
2,4,16,20210909_Xyln_02_4.tif,4.953,2.071,1.014,0.422,174.349,0.699,2.4,0.417,0.918
2,4,18,20210909_Xyln_02_4.tif,2.213,2.377,0.81,0.58,123.791,0.863,1.397,0.716,0.909
2,4,19,20210909_Xyln_02_4.tif,5.232,2.655,0.854,0.582,169.129,0.895,1.467,0.682,0.935
2,4,20,20210909_Xyln_02_4.tif,1.223,2.56,0.45,0.379,152.261,0.962,1.188,0.842,0.97
2,4,21,20210909_Xyln_02_4.tif,3.095,2.596,0.706,0.392,178.841,0.717,1.803,0.555,0.839
2,4,22,20210909_Xyln_02_4.tif,1.515,2.505,0.182,0.137,90,1,1.333,0.75,1
2,4,23,20210909_Xyln_02_4.tif,1.719,2.522,0.243,0.188,139.417,1,1.288,0.776,0.936
2,4,24,20210909_Xyln_02_4.tif,1,3.039,1.049,0.563,170.004,0.755,1.865,0.536,0.889
2,4,25,20210909_Xyln_02_4.tif,1.904,2.88,0.375,0.288,179.537,0.915,1.305,0.767,0.912
2,4,26,20210909_Xyln_02_4.tif,2.321,2.946,0.23,0.154,24.902,1,1.497,0.668,0.919
2,4,27,20210909_Xyln_02_4.tif,2.38,3.435,0.904,0.623,160.216,0.855,1.452,0.689,0.936
2,4,30,20210909_Xyln_02_4.tif,1.598,3.749,0.973,0.745,144.934,0.899,1.306,0.766,0.934
2,4,31,20210909_Xyln_02_4.tif,0.423,3.762,0.279,0.186,120.254,0.981,1.5,0.667,0.926
2,4,32,20210909_Xyln_02_4.tif,4.926,4.363,0.813,0.542,159.584,0.844,1.501,0.666,0.906
2,4,33,20210909_Xyln_02_4.tif,2.471,4.578,1.077,0.616,150.756,0.822,1.749,0.572,0.925
2,4,34,20210909_Xyln_02_4.tif,0.483,4.881,0.748,0.617,7.127,0.947,1.212,0.825,0.949
2,4,35,20210909_Xyln_02_4.tif,4.492,4.919,0.908,0.563,154.003,0.86,1.614,0.62,0.928
2,4,36,20210909_Xyln_02_4.tif,1.271,5.051,0.783,0.555,153.601,0.891,1.411,0.709,0.937
2,4,37,20210909_Xyln_02_4.tif,3.956,5.423,0.789,0.601,154.744,0.924,1.312,0.762,0.938
2,4,38,20210909_Xyln_02_4.tif,0.562,5.569,0.808,0.558,167.796,0.887,1.448,0.691,0.941
2,4,39,20210909_Xyln_02_4.tif,4.817,5.706,0.727,0.589,169.455,0.878,1.236,0.809,0.918
2,4,40,20210909_Xyln_02_4.tif,1.459,5.766,0.854,0.596,169.358,0.899,1.431,0.699,0.937
2,4,41,20210909_Xyln_02_4.tif,3.702,6.078,0.998,0.625,150.589,0.831,1.598,0.626,0.926
2,4,42,20210909_Xyln_02_4.tif,0.633,6.177,0.625,0.466,3.899,0.861,1.341,0.746,0.921
2,4,43,20210909_Xyln_02_4.tif,4.693,6.459,0.932,0.585,141.905,0.827,1.594,0.627,0.918
2,4,44,20210909_Xyln_02_4.tif,3.888,6.666,0.364,0.217,155.405,0.924,1.682,0.595,0.916
2,4,45,20210909_Xyln_02_4.tif,4.226,7.135,0.79,0.558,169.827,0.841,1.415,0.706,0.922
2,4,46,20210909_Xyln_02_4.tif,4.992,7.116,0.5,0.295,137.9,0.851,1.697,0.589,0.887
2,5,1,20210909_Xyln_02_5.tif,3.919,0.519,0.657,0.35,139.074,0.705,1.878,0.533,0.843
2,5,2,20210909_Xyln_02_5.tif,5.997,0.327,0.269,0.164,164.182,1,1.643,0.609,0.933
2,5,3,20210909_Xyln_02_5.tif,2.833,0.59,0.764,0.564,144.48,0.878,1.354,0.738,0.926
2,5,4,20210909_Xyln_02_5.tif,1.549,0.74,0.996,0.511,165.671,0.802,1.949,0.513,0.927
2,5,5,20210909_Xyln_02_5.tif,0.716,0.983,0.883,0.59,161.217,0.871,1.496,0.668,0.927
2,5,6,20210909_Xyln_02_5.tif,4.893,0.954,0.785,0.427,167.754,0.742,1.84,0.543,0.882
2,5,7,20210909_Xyln_02_5.tif,3.622,1.046,0.904,0.456,168.675,0.815,1.984,0.504,0.927
2,5,8,20210909_Xyln_02_5.tif,2.522,1.148,0.702,0.555,144.593,0.969,1.265,0.791,0.939
2,5,9,20210909_Xyln_02_5.tif,5.595,0.958,0.265,0.221,0,1,1.199,0.834,0.966
2,5,10,20210909_Xyln_02_5.tif,1.638,1.358,0.999,0.541,160.143,0.814,1.847,0.541,0.931
2,5,11,20210909_Xyln_02_5.tif,4.552,1.389,0.709,0.351,169.89,0.759,2.02,0.495,0.905
2,5,12,20210909_Xyln_02_5.tif,3.492,1.567,1,0.486,157.864,0.766,2.059,0.486,0.917
2,5,13,20210909_Xyln_02_5.tif,5.567,1.563,0.926,0.423,150.411,0.729,2.19,0.457,0.886
2,5,14,20210909_Xyln_02_5.tif,0.793,1.64,1.016,0.55,157.258,0.806,1.847,0.541,0.919
2,5,15,20210909_Xyln_02_5.tif,3.099,1.945,0.914,0.424,164.224,0.725,2.156,0.464,0.932
2,5,16,20210909_Xyln_02_5.tif,4.416,1.969,0.78,0.507,136.861,0.824,1.539,0.65,0.917
2,5,17,20210909_Xyln_02_5.tif,5.212,2.028,0.889,0.544,150.014,0.815,1.636,0.611,0.93
2,5,18,20210909_Xyln_02_5.tif,1.838,2.016,1.026,0.583,171.904,0.854,1.761,0.568,0.957
2,5,19,20210909_Xyln_02_5.tif,6.165,2.174,0.829,0.467,159,0.85,1.773,0.564,0.93
2,5,20,20210909_Xyln_02_5.tif,1.331,2.447,0.909,0.481,161.634,0.789,1.891,0.529,0.911
2,5,21,20210909_Xyln_02_5.tif,3.334,2.549,0.812,0.574,151.934,0.859,1.414,0.707,0.918
2,5,22,20210909_Xyln_02_5.tif,4.162,2.542,0.849,0.505,149.093,0.83,1.681,0.595,0.919
2,5,23,20210909_Xyln_02_5.tif,5.223,2.635,0.977,0.39,148.077,0.681,2.505,0.399,0.89
2,5,24,20210909_Xyln_02_5.tif,2.319,2.714,0.78,0.67,167.85,0.925,1.164,0.859,0.952
2,5,25,20210909_Xyln_02_5.tif,6.123,2.762,0.824,0.553,158.166,0.891,1.489,0.671,0.948
2,5,26,20210909_Xyln_02_5.tif,0.725,2.851,0.863,0.56,162.872,0.847,1.542,0.648,0.92
2,5,27,20210909_Xyln_02_5.tif,1.63,3.141,0.819,0.667,147.395,0.913,1.229,0.814,0.934
2,5,28,20210909_Xyln_02_5.tif,5.035,3.077,0.955,0.436,152.123,0.76,2.192,0.456,0.911
2,5,29,20210909_Xyln_02_5.tif,3.081,3.47,1.111,0.458,123.352,0.68,2.428,0.412,0.86
2,5,30,20210909_Xyln_02_5.tif,3.567,3.258,0.817,0.497,139.432,0.864,1.646,0.608,0.93
2,5,31,20210909_Xyln_02_5.tif,4.38,3.314,0.851,0.512,151.228,0.843,1.663,0.601,0.927
2,5,32,20210909_Xyln_02_5.tif,2.456,3.53,0.856,0.555,132.992,0.833,1.543,0.648,0.908
2,5,33,20210909_Xyln_02_5.tif,1.116,3.618,0.832,0.599,145.446,0.909,1.39,0.719,0.937
2,5,34,20210909_Xyln_02_5.tif,6.011,3.773,0.966,0.505,147.74,0.784,1.914,0.522,0.932
2,5,35,20210909_Xyln_02_5.tif,5.141,3.854,0.812,0.649,161.987,0.924,1.251,0.799,0.939
2,5,36,20210909_Xyln_02_5.tif,1.999,4.005,0.803,0.63,142.113,0.913,1.274,0.785,0.942
2,5,37,20210909_Xyln_02_5.tif,4.325,3.934,0.844,0.466,153.644,0.802,1.809,0.553,0.91
2,5,38,20210909_Xyln_02_5.tif,0.99,4.233,0.898,0.501,152.848,0.828,1.794,0.557,0.921
2,5,39,20210909_Xyln_02_5.tif,3.911,4.324,1.087,0.531,141.747,0.8,2.047,0.489,0.925
2,5,40,20210909_Xyln_02_5.tif,2.984,4.329,1.026,0.614,162.443,0.848,1.671,0.598,0.938
2,5,41,20210909_Xyln_02_5.tif,5.826,4.407,0.729,0.572,172.961,0.886,1.274,0.785,0.917
2,5,42,20210909_Xyln_02_5.tif,5.041,4.576,0.777,0.576,150.445,0.885,1.348,0.742,0.924
2,5,43,20210909_Xyln_02_5.tif,1.847,4.554,0.784,0.326,164.239,0.705,2.408,0.415,0.897
2,5,44,20210909_Xyln_02_5.tif,2.838,4.832,0.905,0.368,150.691,0.652,2.46,0.406,0.85
2,5,45,20210909_Xyln_02_5.tif,1.095,4.948,0.864,0.564,171.702,0.88,1.53,0.654,0.938
2,5,46,20210909_Xyln_02_5.tif,4.081,4.966,1.027,0.33,147.186,0.537,3.112,0.321,0.77
2,5,47,20210909_Xyln_02_5.tif,4.998,5.226,0.853,0.427,129.924,0.448,1.997,0.501,0.763
2,5,48,20210909_Xyln_02_5.tif,2.015,5.183,0.823,0.651,149.404,0.939,1.263,0.792,0.941
2,5,49,20210909_Xyln_02_5.tif,3.746,5.266,0.822,0.492,143.967,0.86,1.672,0.598,0.935
2,5,50,20210909_Xyln_02_5.tif,5.792,5.312,0.795,0.455,132.45,0.813,1.746,0.573,0.908
2,5,51,20210909_Xyln_02_5.tif,3.042,5.519,1.025,0.562,154.568,0.818,1.825,0.548,0.927
2,5,52,20210909_Xyln_02_5.tif,1.135,5.541,1.112,0.471,171.561,0.728,2.363,0.423,0.938
3,1,1,20210909_Xyln_03_1.tif,5.423,0.578,0.902,0.677,161.888,0.793,1.331,0.751,0.897
3,1,2,20210909_Xyln_03_1.tif,1.396,0.575,0.857,0.589,6.377,0.841,1.455,0.687,0.934
3,1,3,20210909_Xyln_03_1.tif,4.571,0.774,0.864,0.682,152.987,0.797,1.268,0.789,0.893
3,1,4,20210909_Xyln_03_1.tif,2.36,0.707,0.914,0.513,9.332,0.801,1.78,0.562,0.944
3,1,5,20210909_Xyln_03_1.tif,0.612,0.983,0.787,0.641,177.721,0.878,1.228,0.815,0.938
3,1,6,20210909_Xyln_03_1.tif,3.943,1.005,0.796,0.168,152.51,0.189,4.729,0.211,0.486
3,1,7,20210909_Xyln_03_1.tif,3.089,1.167,0.913,0.395,166.888,0.475,2.312,0.432,0.784
3,1,8,20210909_Xyln_03_1.tif,1.433,1.277,0.745,0.621,170.085,0.88,1.2,0.833,0.911
3,1,9,20210909_Xyln_03_1.tif,5.189,1.253,0.741,0.567,16.636,0.838,1.307,0.765,0.906
3,1,10,20210909_Xyln_03_1.tif,2.474,1.153,0.145,0.068,94.065,0.491,2.136,0.468,0.667
3,1,11,20210909_Xyln_03_1.tif,3.839,1.527,0.718,0.612,102.924,0.725,1.173,0.853,0.901
3,1,13,20210909_Xyln_03_1.tif,5.948,1.563,0.85,0.547,158.906,0.866,1.552,0.644,0.924
3,1,14,20210909_Xyln_03_1.tif,4.683,1.729,0.971,0.556,157.206,0.741,1.746,0.573,0.901
3,1,15,20210909_Xyln_03_1.tif,0.651,1.903,0.752,0.498,166.117,0.735,1.509,0.663,0.843
3,1,16,20210909_Xyln_03_1.tif,1.475,2.059,0.767,0.576,155.756,0.863,1.331,0.751,0.92
3,1,17,20210909_Xyln_03_1.tif,5.592,2.094,0.815,0.583,143.996,0.684,1.399,0.715,0.908
3,1,18,20210909_Xyln_03_1.tif,2.352,2.184,0.842,0.636,170.147,0.868,1.323,0.756,0.917
3,1,19,20210909_Xyln_03_1.tif,3.883,2.19,0.818,0.53,160.406,0.833,1.543,0.648,0.902
3,1,21,20210909_Xyln_03_1.tif,4.781,2.335,0.831,0.491,164.716,0.797,1.694,0.59,0.9
3,1,22,20210909_Xyln_03_1.tif,3.228,2.445,0.862,0.544,169.797,0.739,1.585,0.631,0.893
3,1,23,20210909_Xyln_03_1.tif,1.002,2.524,0.81,0.548,166.445,0.849,1.478,0.676,0.915
3,1,25,20210909_Xyln_03_1.tif,1.997,2.707,0.825,0.521,167.105,0.793,1.585,0.631,0.901
3,1,26,20210909_Xyln_03_1.tif,4.326,2.801,0.722,0.601,1.085,0.851,1.202,0.832,0.891
3,1,27,20210909_Xyln_03_1.tif,2.824,2.984,0.803,0.646,174.665,0.817,1.244,0.804,0.912
3,1,28,20210909_Xyln_03_1.tif,3.699,3.044,0.838,0.546,157.048,0.748,1.535,0.651,0.88
3,1,29,20210909_Xyln_03_1.tif,1.414,3.114,0.709,0.587,158.285,0.873,1.208,0.828,0.921
3,1,30,20210909_Xyln_03_1.tif,0.578,3.095,0.715,0.535,167.208,0.884,1.338,0.747,0.922
3,1,31,20210909_Xyln_03_1.tif,2.128,3.414,0.681,0.533,28.319,0.877,1.278,0.782,0.911
3,1,32,20210909_Xyln_03_1.tif,5.785,3.431,0.703,0.541,17.316,0.852,1.299,0.77,0.906
3,1,33,20210909_Xyln_03_1.tif,3.328,3.539,0.704,0.395,170.764,0.787,1.784,0.561,0.922
3,1,34,20210909_Xyln_03_1.tif,4.137,3.637,0.671,0.531,177.118,0.859,1.264,0.791,0.91
3,1,35,20210909_Xyln_03_1.tif,1.175,3.676,0.944,0.449,165.776,0.743,2.101,0.476,0.909
3,1,36,20210909_Xyln_03_1.tif,4.997,3.751,0.806,0.487,174.657,0.666,1.656,0.604,0.796
3,1,37,20210909_Xyln_03_1.tif,2.713,3.763,0.779,0.425,165.863,0.742,1.835,0.545,0.868
3,1,39,20210909_Xyln_03_1.tif,6.24,3.925,0.684,0.314,1.559,0.427,2.175,0.46,0.651
3,1,40,20210909_Xyln_03_1.tif,3.669,4.076,0.751,0.477,163.391,0.856,1.574,0.635,0.915
3,1,41,20210909_Xyln_03_1.tif,0.887,4.17,0.732,0.452,18.479,0.765,1.62,0.617,0.894
3,1,42,20210909_Xyln_03_1.tif,4.588,4.241,0.863,0.455,162.544,0.712,1.897,0.527,0.881
3,1,43,20210909_Xyln_03_1.tif,5.544,4.267,0.639,0.62,147.863,0.761,1.031,0.97,0.87
3,1,44,20210909_Xyln_03_1.tif,1.791,4.244,0.671,0.496,167.388,0.787,1.351,0.74,0.885
3,1,45,20210909_Xyln_03_1.tif,2.585,4.244,0.63,0.485,165.368,0.847,1.298,0.77,0.906
3,1,46,20210909_Xyln_03_1.tif,3.339,4.579,0.657,0.471,179.977,0.81,1.395,0.717,0.895
3,1,47,20210909_Xyln_03_1.tif,4.125,4.652,0.658,0.485,165.305,0.873,1.354,0.738,0.913
3,1,48,20210909_Xyln_03_1.tif,6.173,4.781,0.818,0.597,169.608,0.844,1.369,0.73,0.919
3,1,49,20210909_Xyln_03_1.tif,1.264,4.607,0.719,0.227,179.746,0.487,3.161,0.316,0.838
3,1,50,20210909_Xyln_03_1.tif,2.623,4.7,0.733,0.207,163.114,0.289,3.54,0.282,0.611
3,1,51,20210909_Xyln_03_1.tif,4.93,4.787,0.737,0.374,173.826,0.747,1.97,0.508,0.897
3,1,52,20210909_Xyln_03_1.tif,1.936,4.918,0.83,0.406,169.959,0.667,2.045,0.489,0.872
3,2,1,20210909_Xyln_03_2.tif,4.834,0.772,0.812,0.605,153.507,0.877,1.342,0.745,0.917
3,2,2,20210909_Xyln_03_2.tif,0.697,1.03,0.738,0.633,42.649,0.919,1.165,0.858,0.93
3,2,5,20210909_Xyln_03_2.tif,6.187,1.077,0.792,0.447,142.485,0.783,1.772,0.564,0.889
3,2,6,20210909_Xyln_03_2.tif,1.458,1.267,0.836,0.571,0.63,0.894,1.464,0.683,0.945
3,2,7,20210909_Xyln_03_2.tif,2.502,1.205,0.311,0.265,129.664,0.925,1.172,0.853,0.93
3,2,8,20210909_Xyln_03_2.tif,5.729,1.44,1.013,0.538,148.789,0.782,1.883,0.531,0.911
3,2,9,20210909_Xyln_03_2.tif,6.978,1.383,0.78,0.367,175.441,0.721,2.126,0.47,0.894
3,2,10,20210909_Xyln_03_2.tif,0.485,1.539,0.263,0.211,172.809,0.993,1.246,0.802,0.947
3,2,11,20210909_Xyln_03_2.tif,0.95,1.825,0.744,0.647,152.126,0.94,1.151,0.869,0.938
3,2,12,20210909_Xyln_03_2.tif,1.936,1.804,0.799,0.562,176.146,0.902,1.422,0.703,0.934
3,2,13,20210909_Xyln_03_2.tif,5.535,1.988,0.974,0.406,165.801,0.696,2.4,0.417,0.889
3,2,14,20210909_Xyln_03_2.tif,6.524,1.997,0.717,0.54,169.922,0.837,1.328,0.753,0.9
3,2,15,20210909_Xyln_03_2.tif,3.6,2.06,0.914,0.504,12.153,0.775,1.813,0.552,0.914
3,2,16,20210909_Xyln_03_2.tif,2.505,2.304,0.842,0.594,170.938,0.899,1.417,0.706,0.942
3,2,17,20210909_Xyln_03_2.tif,1.537,2.34,0.77,0.532,168.76,0.849,1.446,0.691,0.913
3,2,18,20210909_Xyln_03_2.tif,0.741,2.518,0.741,0.605,169.283,0.91,1.224,0.817,0.944
3,2,19,20210909_Xyln_03_2.tif,5.215,2.593,0.821,0.406,4.589,0.706,2.023,0.494,0.883
3,2,20,20210909_Xyln_03_2.tif,6.21,2.87,0.783,0.641,173.824,0.921,1.222,0.818,0.935
3,2,21,20210909_Xyln_03_2.tif,2.173,2.848,0.938,0.504,162.395,0.811,1.861,0.537,0.927
3,2,22,20210909_Xyln_03_2.tif,3.091,2.86,0.782,0.466,164.511,0.86,1.677,0.596,0.927
3,2,23,20210909_Xyln_03_2.tif,4.275,2.865,0.823,0.473,5.677,0.766,1.741,0.574,0.889
3,2,24,20210909_Xyln_03_2.tif,1.441,3.051,0.835,0.604,147.626,0.891,1.384,0.723,0.921
3,2,25,20210909_Xyln_03_2.tif,5.153,3.051,0.767,0.373,179.216,0.757,2.055,0.487,0.894
3,2,26,20210909_Xyln_03_2.tif,0.763,3.335,0.812,0.545,161.432,0.889,1.492,0.67,0.933
3,2,27,20210909_Xyln_03_2.tif,3.486,3.415,0.973,0.565,175.655,0.842,1.722,0.581,0.937
3,2,28,20210909_Xyln_03_2.tif,2.359,3.463,0.867,0.525,176.981,0.877,1.652,0.605,0.944
3,2,29,20210909_Xyln_03_2.tif,6.313,3.75,1.774,0.864,8.597,0.462,2.053,0.487,0.82
3,2,30,20210909_Xyln_03_2.tif,4.486,3.727,0.912,0.514,153.123,0.853,1.773,0.564,0.929
3,2,31,20210909_Xyln_03_2.tif,1.512,3.776,0.745,0.643,179.289,0.916,1.158,0.864,0.936
3,2,32,20210909_Xyln_03_2.tif,0.557,3.907,0.903,0.501,165.21,0.776,1.802,0.555,0.911
3,2,33,20210909_Xyln_03_2.tif,3.074,3.952,0.715,0.618,176.5,0.967,1.157,0.864,0.953
3,2,35,20210909_Xyln_03_2.tif,2.277,4.086,0.835,0.552,175.544,0.863,1.512,0.661,0.931
3,2,36,20210909_Xyln_03_2.tif,1.302,4.385,0.728,0.548,169.828,0.726,1.329,0.752,0.894
3,2,37,20210909_Xyln_03_2.tif,6.573,4.546,0.803,0.561,174.617,0.851,1.43,0.699,0.932
3,2,38,20210909_Xyln_03_2.tif,3.588,4.624,0.974,0.552,166.777,0.808,1.765,0.566,0.93
3,2,39,20210909_Xyln_03_2.tif,5.503,4.632,0.884,0.561,146.596,0.867,1.574,0.635,0.934
3,2,40,20210909_Xyln_03_2.tif,2.604,4.663,0.876,0.484,171.469,0.824,1.812,0.552,0.934
3,2,41,20210909_Xyln_03_2.tif,1.568,4.972,0.857,0.519,4.124,0.857,1.652,0.605,0.931
3,2,42,20210909_Xyln_03_2.tif,6.91,5.163,0.8,0.594,7.181,0.872,1.347,0.742,0.92
3,2,43,20210909_Xyln_03_2.tif,3.348,5.195,0.842,0.562,161.109,0.886,1.497,0.668,0.933
3,2,44,20210909_Xyln_03_2.tif,4.219,5.196,0.764,0.555,164.307,0.867,1.376,0.727,0.93
3,2,45,20210909_Xyln_03_2.tif,2.445,5.242,0.811,0.452,161.898,0.793,1.796,0.557,0.894
3,2,46,20210909_Xyln_03_2.tif,5.149,5.296,0.626,0.352,38.836,0.839,1.781,0.562,0.903
3,2,47,20210909_Xyln_03_2.tif,5.843,5.432,0.791,0.625,174.185,0.906,1.265,0.79,0.928
3,2,48,20210909_Xyln_03_2.tif,1.286,5.537,0.75,0.395,176.82,0.758,1.897,0.527,0.897
3,2,49,20210909_Xyln_03_2.tif,2.301,5.655,0.731,0.253,166.298,0.63,2.888,0.346,0.861
3,2,50,20210909_Xyln_03_2.tif,3.936,5.779,0.805,0.532,172.309,0.843,1.513,0.661,0.916
3,2,51,20210909_Xyln_03_2.tif,4.944,5.795,0.925,0.431,168.813,0.732,2.144,0.466,0.907
3,2,52,20210909_Xyln_03_2.tif,3.178,5.892,0.652,0.397,157.392,0.795,1.641,0.609,0.9
3,2,53,20210909_Xyln_03_2.tif,1.205,6.046,0.753,0.484,4.351,0.832,1.556,0.643,0.901
3,2,54,20210909_Xyln_03_2.tif,2.032,6.064,0.657,0.536,139.834,0.879,1.227,0.815,0.912
3,2,55,20210909_Xyln_03_2.tif,5.88,6.141,0.852,0.558,175.879,0.855,1.529,0.654,0.933
3,3,1,20210909_Xyln_03_3.tif,7.145,0.483,0.313,0.164,114.341,0.825,1.908,0.524,0.852
3,3,2,20210909_Xyln_03_3.tif,3.092,0.746,1.087,0.47,151.166,0.707,2.315,0.432,0.887
3,3,3,20210909_Xyln_03_3.tif,4.891,0.728,0.795,0.518,14.223,0.88,1.533,0.652,0.941
3,3,4,20210909_Xyln_03_3.tif,6.183,0.862,0.846,0.312,130.716,0.653,2.711,0.369,0.83
3,3,5,20210909_Xyln_03_3.tif,2.295,0.864,1.007,0.407,166.852,0.644,2.477,0.404,0.868
