spp,wl,Transm
P.ocul,747.779,1.0265
P.ocul,748.053,1.0272
P.ocul,748.327,1.0286
P.ocul,748.601,1.0297
P.ocul,748.874,1.0292
P.ocul,749.148,1.0274
P.ocul,749.422,1.0288
P.ocul,749.695,1.029
P.ocul,749.969,1.0289
P.ocul,750.243,1.0269
P.ocul,750.517,1.026
P.ocul,750.79,1.0263
P.ocul,751.064,1.0257
P.ocul,751.338,1.0255
P.ocul,751.611,1.0253
P.ocul,751.885,1.026
P.ocul,752.159,1.025
P.ocul,752.433,1.0238
P.ocul,752.706,1.0258
P.ocul,752.98,1.027
P.ocul,753.254,1.0255
P.ocul,753.527,1.0252
P.ocul,753.801,1.0269
P.ocul,754.075,1.0273
P.ocul,754.348,1.0267
P.ocul,754.622,1.0285
P.ocul,754.896,1.027
P.ocul,755.169,1.0259
P.ocul,755.443,1.0264
P.ocul,755.717,1.025
P.ocul,755.99,1.0256
P.ocul,756.264,1.0244
P.ocul,756.538,1.0239
P.ocul,756.811,1.025
P.ocul,757.085,1.0242
P.ocul,757.359,1.0251
P.ocul,757.632,1.0245
P.ocul,757.906,1.0253
P.ocul,758.18,1.0252
P.ocul,758.453,1.024
P.ocul,758.727,1.0246
P.ocul,759,1.0235
P.ocul,759.274,1.0244
P.ocul,759.548,1.0238
P.ocul,759.821,1.0217
P.ocul,760.095,1.023
P.ocul,760.369,1.0223
P.ocul,760.642,1.0224
P.ocul,760.916,1.0219
P.ocul,761.189,1.0204
P.ocul,761.463,1.0198
P.ocul,761.737,1.0198
P.ocul,762.01,1.0206
P.ocul,762.284,1.0203
P.ocul,762.557,1.0204
P.ocul,762.831,1.0194
P.ocul,763.105,1.0218
P.ocul,763.378,1.0213
P.ocul,763.652,1.021
P.ocul,763.925,1.0216
P.ocul,764.199,1.0213
P.ocul,764.472,1.0213
P.ocul,764.746,1.0201
P.ocul,765.02,1.0192
P.ocul,765.293,1.0205
P.ocul,765.567,1.0184
P.ocul,765.84,1.0188
P.ocul,766.114,1.0183
P.ocul,766.387,1.0191
P.ocul,766.661,1.0172
P.ocul,766.934,1.0186
P.ocul,767.208,1.0166
P.ocul,767.481,1.0167
P.ocul,767.755,1.0167
P.ocul,768.029,1.0162
P.ocul,768.302,1.0179
P.ocul,768.576,1.0171
P.ocul,768.849,1.0174
P.ocul,769.123,1.0179
P.ocul,769.396,1.0163
P.ocul,769.67,1.0171
P.ocul,769.943,1.0166
P.ocul,770.217,1.0154
P.ocul,770.49,1.0152
P.ocul,770.764,1.0141
P.ocul,771.037,1.0144
P.ocul,771.311,1.0145
P.ocul,771.584,1.0131
P.ocul,771.858,1.013
P.ocul,772.131,1.0127
P.ocul,772.405,1.0139
P.ocul,772.678,1.0125
P.ocul,772.952,1.0142
P.ocul,773.225,1.0133
P.ocul,773.499,1.0123
P.ocul,773.772,1.0113
P.ocul,774.045,1.0118
P.ocul,774.319,1.0099
P.ocul,774.592,1.0084
P.ocul,774.866,1.008
P.ocul,775.139,1.0096
P.ocul,775.413,1.0092
P.ocul,775.686,1.0075
P.ocul,775.96,1.0073
P.ocul,776.233,1.0081
P.ocul,776.507,1.0057
P.ocul,776.78,1.0064
P.ocul,777.053,1.006
P.ocul,777.327,1.0052
P.ocul,777.6,1.0036
P.ocul,777.874,1.0038
P.ocul,778.147,1.0032
P.ocul,778.42,1.0028
P.ocul,778.694,1.0029
P.ocul,778.967,1.0025
P.ocul,779.241,1.0014
P.ocul,779.514,1.0019
P.ocul,779.788,1.0018
P.ocul,780.061,1.0007
P.ocul,780.334,1
P.ocul,780.608,0.99892
P.ocul,780.881,0.9989
P.ocul,781.154,0.99945
P.ocul,781.428,0.99784
P.ocul,781.701,0.9962
P.ocul,781.975,0.99698
P.ocul,782.248,0.99489
P.ocul,782.521,0.99676
P.ocul,782.795,0.99699
P.ocul,783.068,0.99374
P.ocul,783.341,0.99586
P.ocul,783.615,0.99482
P.ocul,783.888,0.99243
P.ocul,784.162,0.99132
P.ocul,784.435,0.99145
P.ocul,784.708,0.99135
P.ocul,784.982,0.99116
P.ocul,785.255,0.99029
P.ocul,785.528,0.98999
P.ocul,785.802,0.99021
P.ocul,786.075,0.98896
P.ocul,786.348,0.98782
P.ocul,786.622,0.98802
P.ocul,786.895,0.98577
P.ocul,787.168,0.98639
P.ocul,787.442,0.98534
P.ocul,787.715,0.98463
P.ocul,787.988,0.9838
P.ocul,788.262,0.9824
P.ocul,788.535,0.98209
P.ocul,788.808,0.98052
P.ocul,789.081,0.98232
P.ocul,789.355,0.98077
P.ocul,789.628,0.9801
P.ocul,789.901,0.97889
P.ocul,790.175,0.97925
